cord_uid;organization;title;doi;license;publish_time;authors;journal;url
hade8d47;Medline;Venous thromboembolism prophylaxis in patients undergoing abdominal or pelvic surgery for cancer--a real-world, prospective, observational French study: PRéOBS.;10.1016/j.thromres.2013.10.038;unk;2014;Samama, Charles-Marc- Boubli, Léon- Coloby, Patrick- Debourdeau, Philippe- Gruel, Yves- Mariette, Christophe- Mottier, Dominique- Rischmann, Pascal- Toubiana, Laurent- Steib, Annick;Thrombosis research;"https://doi.org/10.1016/j.thromres.2013.10.038; https://www.ncbi.nlm.nih.gov/pubmed/24231117/"
givpttm2;Medline;First assessment of interferon gamma release assay results among healthcare workers at a general hospital in China.;10.1111/crj.12960;unk;2018;Guo, Li Ping- Jiang, Yan- Liu, Ying Mei- Cao, Bin;The clinical respiratory journal;"https://doi.org/10.1111/crj.12960; https://www.ncbi.nlm.nih.gov/pubmed/30232836/"
n83pyxld;Medline;Saline vs contrast infusion during optical coherence tomography imaging of peripheral percutaneous intervention.;10.1016/j.ijcard.2013.12.288;unk;2014;Secco, Gioel Gabrio- Grattoni, Chiara- Parisi, Rosario- Micari, Antonio- Oshoala, Khareem- Cremonesi, Alberto- Fattori, Rossella- Zeller, Thomas- Castriota, Fausto;International journal of cardiology;"https://doi.org/10.1016/j.ijcard.2013.12.288; https://www.ncbi.nlm.nih.gov/pubmed/24447736/"
bgj5o6p9;Medline;Efficacy evaluation of a protocol for safe hip surgery (total hip arthroplasty).;10.1016/j.rboe.2017.08.004;unk;2017;Barros, Antônio Augusto Guimarães- Mendes, Carlos Henrique Cardoso- Temponi, Eduardo Frois- Costa, Lincoln Paiva- Vassalo, Carlos Cesar- Guedes, Euler de Carvalho;Revista brasileira de ortopedia;"https://doi.org/10.1016/j.rboe.2017.08.004; https://www.ncbi.nlm.nih.gov/pubmed/28971083/"
f0kcklfj;Medline;Regionalization of the stretch reflex in the human vastus medialis.;10.1113/jp274458;unk;2017;Gallina, Alessio- Blouin, Jean-Sébastien- Ivanova, Tanya D- Garland, S Jayne;The Journal of physiology;"https://doi.org/10.1113/jp274458; https://www.ncbi.nlm.nih.gov/pubmed/28485493/"
czz2lji5;Medline;Superficial dermal melanocytosis of the elderly: an exceptional occurrence?;10.1111/cup.13737;unk;10/5/2020;Saggini, Andrea- Dill, Dorothee- Kleimann, Pia- Kutzner, Heinz;Journal of cutaneous pathology;"https://doi.org/10.1111/cup.13737; https://www.ncbi.nlm.nih.gov/pubmed/32388873/"
8jlh0xkx;Medline;SILS: Is It Cost- and Time-Effective Compared to Standard Pediatric Laparoscopic Surgery?;10.1155/2012/807609;unk;2012;Islam, Saidul- Adams, Stephen D- Mahomed, Anies A;Minimally invasive surgery;"https://doi.org/10.1155/2012/807609; https://www.ncbi.nlm.nih.gov/pubmed/22900165/"
stcgbwod;Medline;Alterations in gut hormones after laparoscopic sleeve gastrectomy: a prospective clinical and laboratory investigational study.;10.1097/sla.0b013e31826e1846;unk;2013;Dimitriadis, Efstathios- Daskalakis, Markos- Kampa, Marilena- Peppe, Anastasia- Papadakis, John A- Melissas, John;Annals of surgery;"https://doi.org/10.1097/sla.0b013e31826e1846; https://www.ncbi.nlm.nih.gov/pubmed/23108120/"
3zhoxzt2;Medline;Dose-dependent reversal of KCC2 hypofunction and phenobarbital-resistant neonatal seizures by ANA12.;10.1038/s41598-018-30486-7;unk;2018;Carter, B M- Sullivan, B J- Landers, J R- Kadam, S D;Scientific reports;"https://doi.org/10.1038/s41598-018-30486-7; https://www.ncbi.nlm.nih.gov/pubmed/30097625/"
va7fskpe;Medline;Coinfection of SARS-CoV-2 and multiple respiratory pathogens in children.;10.1515/cclm-2020-0434;unk;16/4/2020;Jiang, Shupeng- Liu, Panpan- Xiong, Ge- Yang, Zhaohui- Wang, Ming- Li, Yan- Yu, Xue-Jie;Clinical chemistry and laboratory medicine;"https://doi.org/10.1515/cclm-2020-0434; https://www.ncbi.nlm.nih.gov/pubmed/32301747/"
myk5bmfn;Medline;Strengthening Local Food Systems in Times of Concomitant Global Crises: Reflections From Chile.;10.2105/ajph.2020.305711;unk;14/5/2020;Kanter, Rebecca- Boza, Sofía;American journal of public health;"https://doi.org/10.2105/ajph.2020.305711; https://www.ncbi.nlm.nih.gov/pubmed/32407131/"
azcemc5c;Medline;Neutrophil gelatinase-associated lipocalin at ICU admission predicts for acute kidney injury in adult patients.;10.1164/rccm.200908-1214oc;unk;2011;de Geus, Hilde R H- Bakker, Jan- Lesaffre, Emmanuel M E H- le Noble, Jos L M L;American journal of respiratory and critical care medicine;"https://doi.org/10.1164/rccm.200908-1214oc; https://www.ncbi.nlm.nih.gov/pubmed/20935115/"
4yufh9rz;Medline;The roles of transportation and transportation hubs in the propagation of influenza and coronaviruses: a systematic review.;10.1093/jtm/tav002;unk;2016;Browne, Annie- Ahmad, Sacha St-Onge- Beck, Charles R- Nguyen-Van-Tam, Jonathan S;Journal of travel medicine;"https://doi.org/10.1093/jtm/tav002; https://www.ncbi.nlm.nih.gov/pubmed/26782122/"
ebllnqpb;Medline;Laparoscopic pylorus-preserving pancreatic head resection and hybrid open reconstruction via pancreatogastrostomy.;10.1007/s11605-010-1363-z;unk;2011;Keck, Tobias- Kuesters, Simon- Wellner, Ulrich- Hopt, Ulrich Theodor- Karcz, Wojciech Konrad;Journal of gastrointestinal surgery : official journal of the Society for Surgery of the Alimentary Tract;"https://doi.org/10.1007/s11605-010-1363-z; https://www.ncbi.nlm.nih.gov/pubmed/21136189/"
7jmbjkl7;Medline;KLF5 is involved in regulation of IFITM1, 2, and 3 genes during H5N1 virus infection in A549 cells.;10.14715/cmb/2016.62.13.12;unk;2016;Wang, H-F- Chen, L- Luo, J- He, H-X;Cellular and molecular biology;"https://doi.org/10.14715/cmb/2016.62.13.12; https://www.ncbi.nlm.nih.gov/pubmed/28040064/"
iz63t1lw;Medline;Maintaining stereotactic radiosurgical treatments during Covid-19 outbreak: the case of the Gamma Knife Unit in Brescia - Italy.;10.1080/02688697.2020.1758297;unk;29/4/2020;Franzin, A- Spatola, G- Giudice, L- Migliorati, K- Vivaldi, O- Giorgi, C;British journal of neurosurgery;"https://doi.org/10.1080/02688697.2020.1758297; https://www.ncbi.nlm.nih.gov/pubmed/32347128/"
qsjzcxqp;Medline;Learning the lessons from 1000 robot-assisted radical prostatectomy procedures.;10.1111/j.1464-410x.2012.11581.x;unk;2013;Kirby, Roger- Challacombe, Ben- Patil, Krishna- Dasgupta, Prokar;BJU international;"https://doi.org/10.1111/j.1464-410x.2012.11581.x; https://www.ncbi.nlm.nih.gov/pubmed/23107391/"
owxfq6pq;Medline;Viral Acute Respiratory Illnesses in Young Infants Increase the Risk of Respiratory Readmission.;10.1097/inf.0000000000001998;unk;2018;Toizumi, Michiko- Suzuki, Motoi- Nguyen, Hien Anh Thi- Le, Minh Nhat- Ariyoshi, Koya- Moriuchi, Hiroyuki- Hashizume, Masahiro- Dang, Duc Anh- Yoshida, Lay-Myint;The Pediatric infectious disease journal;"https://doi.org/10.1097/inf.0000000000001998; https://www.ncbi.nlm.nih.gov/pubmed/30408004/"
k239eirc;Medline;Phase I trial of 90Y-DOTATOC therapy in children and young adults with refractory solid tumors that express somatostatin receptors.;10.2967/jnumed.110.075226;unk;2010;Menda, Yusuf- O'Dorisio, M Sue- Kao, Simon- Khanna, Geetika- Michael, Stacy- Connolly, Mary- Babich, John- O'Dorisio, Thomas- Bushnell, David- Madsen, Mark;Journal of nuclear medicine : official publication, Society of Nuclear Medicine;"https://doi.org/10.2967/jnumed.110.075226; https://www.ncbi.nlm.nih.gov/pubmed/20847174/"
ltgvntit;Medline;Advanced esophageal cancer in patients who underwent radiofrequency ablation for barrett esophagus with high-grade dysplasia.;10.1097/imi.0b013e31828db550;unk;2013;Kim, Min P- Brown, Kendra N- Schwartz, Mary R- Blackmon, Shanda H;Innovations;"https://doi.org/10.1097/imi.0b013e31828db550; https://www.ncbi.nlm.nih.gov/pubmed/23571789/"
hrgc1yej;Medline;Optimal care and design of the tracheal cuff in the critically ill patient.;10.1186/2110-5820-4-7;unk;2014;Jaillette, Emmanuelle- Martin-Loeches, Ignacio- Artigas, Antonio- Nseir, Saad;Annals of intensive care;"https://doi.org/10.1186/2110-5820-4-7; https://www.ncbi.nlm.nih.gov/pubmed/24572178/"
yv3h21q9;Medline;In-vitro examination of the biocompatibility of fibroblast cell lines on alloplastic meshes and sterilized polyester mosquito mesh.;10.1007/s10029-016-1550-2;unk;2017;Wiessner, R- Kleber, T- Ekwelle, N- Ludwig, K- Richter, D-U;Hernia : the journal of hernias and abdominal wall surgery;"https://doi.org/10.1007/s10029-016-1550-2; https://www.ncbi.nlm.nih.gov/pubmed/27878640/"
mbfpyyy7;Medline;A survey of rodent-borne pathogens carried by wild-caught Norway rats: a potential threat to laboratory rodent colonies.;10.1258/la.2007.06015e;unk;2008;Easterbrook, Judith D- Kaplan, J B- Glass, G E- Watson, J- Klein, S L;Laboratory animals;"https://doi.org/10.1258/la.2007.06015e; https://www.ncbi.nlm.nih.gov/pubmed/18348770/"
d25eno3j;Medline;Single-incision laparoscopic inguinal herniorraphy with telescopic extraperitoneal dissection: technical aspects and potential benefits.;10.1007/s10029-015-1349-6;unk;2015;Tran, H- Tran, K- Turingan, I- Zajkowska, M- Lam, V- Hawthorne, W;Hernia : the journal of hernias and abdominal wall surgery;"https://doi.org/10.1007/s10029-015-1349-6; https://www.ncbi.nlm.nih.gov/pubmed/25644488/"
cu80bv67;Medline;Management of hospital wastewaters: the case of the effluent of a large hospital situated in a small town.;10.2166/wst.2010.138;unk;2010;Verlicchi, Paola- Galletti, Alessio- Masotti, Luigi;Water science and technology : a journal of the International Association on Water Pollution Research;"https://doi.org/10.2166/wst.2010.138; https://www.ncbi.nlm.nih.gov/pubmed/20453323/"
47jgmsj7;Medline;Genome engineering.;10.1038/nbt.1590;unk;2009;Carr, Peter A- Church, George M;Nature biotechnology;"https://doi.org/10.1038/nbt.1590; https://www.ncbi.nlm.nih.gov/pubmed/20010598/"
dffztnhu;Medline;Chronic rhinosinusitis: pathogenesis, therapy options, and more.;10.1080/14656566.2018.1527904;unk;2018;Kucuksezer, Umut Can- Ozdemir, Cevdet- Akdis, Mubeccel- Akdis, Cezmi A;Expert opinion on pharmacotherapy;"https://doi.org/10.1080/14656566.2018.1527904; https://www.ncbi.nlm.nih.gov/pubmed/30345822/"
h555zeuc;Medline;Persistent Smell Loss Following Undetectable SARS-CoV-2.;10.1177/0194599820934769;unk;9/6/2020;Yan, Carol H- Prajapati, Divya P- Ritter, Michele L- DeConde, Adam S;Otolaryngology--head and neck surgery : official journal of American Academy of Otolaryngology-Head and Neck Surgery;"https://doi.org/10.1177/0194599820934769; https://www.ncbi.nlm.nih.gov/pubmed/32513065/"
1xz8mpg8;Medline;The Trevo XP 3×20 mm retriever ('Baby Trevo') for the treatment of distal intracranial occlusions.;10.1136/neurintsurg-2014-011613;unk;2016;Haussen, Diogo C- Lima, Andrey- Nogueira, Raul G;Journal of neurointerventional surgery;"https://doi.org/10.1136/neurintsurg-2014-011613; https://www.ncbi.nlm.nih.gov/pubmed/25948592/"
5b428r85;Medline;Tuberculosis: progress and challenges in product development and delivery.;10.1016/s2213-2600(13)70256-x;unk;2014;Pai, Madhukar- Dowdy, David;The Lancet. Respiratory medicine;"https://doi.org/10.1016/s2213-2600(13)70256-x; https://www.ncbi.nlm.nih.gov/pubmed/24461893/"
keal7otq;Medline;Is extracorporeal cardiopulmonary resuscitation for out-of-hospital cardiac arrest superior compared with conventional resuscitation?;10.1097/ccm.0b013e31828044c0;unk;2013;Dworschak, Martin;Critical care medicine;"https://doi.org/10.1097/ccm.0b013e31828044c0; https://www.ncbi.nlm.nih.gov/pubmed/23591215/"
g0mux5cb;Medline;Exploitation of reverse vaccinology and immunoinformatics as promising platform for genome-wide screening of new effective vaccine candidates against Plasmodium falciparum.;10.1186/s12859-018-2482-x;unk;2019;Pritam, Manisha- Singh, Garima- Swaroop, Suchit- Singh, Akhilesh Kumar- Singh, Satarudra Prakash;BMC bioinformatics;"https://doi.org/10.1186/s12859-018-2482-x; https://www.ncbi.nlm.nih.gov/pubmed/30717656/"
vt331zrh;Medline;Porcine Deltacoronavirus Accessory Protein NS6 Antagonizes Interferon Beta Production by Interfering with the Binding of RIG-I/MDA5 to Double-Stranded RNA.;10.1128/jvi.00712-18;unk;2018;Fang, Puxian- Fang, Liurong- Ren, Jie- Hong, Yingying- Liu, Xiaorong- Zhao, Yunyang- Wang, Dang- Peng, Guiqing- Xiao, Shaobo;Journal of virology;"https://doi.org/10.1128/jvi.00712-18; https://www.ncbi.nlm.nih.gov/pubmed/29769346/"
260dp3sn;Medline;Oral care and pulmonary infection - the importance of plaque scoring.;10.1186/cc11896;unk;2013;Wise, Matt P- Williams, David W;Critical care;"https://doi.org/10.1186/cc11896; https://www.ncbi.nlm.nih.gov/pubmed/23302185/"
wpf8cuj0;Medline;The host immune dynamics of pneumococcal colonization: implications for novel vaccine development.;10.4161/21645515.2014.979631;unk;2014;Khan, M Nadeem- Pichichero, Michael E;Human vaccines & immunotherapeutics;"https://doi.org/10.4161/21645515.2014.979631; https://www.ncbi.nlm.nih.gov/pubmed/25668673/"
dcbgki60;Medline;Impact of the defect size, the mesh overlap and the fixation depth on ventral hernia repairs: a combined experimental and numerical approach.;10.1007/s10029-013-1050-6;unk;2013;Guérin, G- Turquier, F;Hernia : the journal of hernias and abdominal wall surgery;"https://doi.org/10.1007/s10029-013-1050-6; https://www.ncbi.nlm.nih.gov/pubmed/23456147/"
bn8qf8cv;Medline;Coronavirus Disease 2019 and Transplantation: a view from the inside.;10.1111/ajt.15853;unk;17/3/2020;Andrea, Gori- Daniele, Dondossola- Barbara, Antonelli- Davide, Mangioni- Laura, Alagna- Paolo, Reggiani- Alessandra, Bandera- Giorgio, Rossi;American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons;"https://doi.org/10.1111/ajt.15853; https://www.ncbi.nlm.nih.gov/pubmed/32181969/"
sqbd6kwo;Medline;Corrigendum: Myeloid-derived growth factor (C19orf10) mediates cardiac repair following myocardial infarction.;10.1038/nm0416-446c;unk;2016;Korf-Klingebiel, Mortimer- Reboll, Marc R- Klede, Stefanie- Brod, Torben- Pich, Andreas- Polten, Felix- Napp, L Christian- Bauersachs, Johann- Ganser, Arnold- Brinkmann, Eva- Reimann, Ines- Kempf, Tibor- Niessen, Hans W- Mizrahi, Jacques- Schönfeld, Hans-Joachim- Iglesias, Antonio- Bobadilla, Maria- Wang, Yong- Wollert, Kai C;Nature medicine;"https://doi.org/10.1038/nm0416-446c; https://www.ncbi.nlm.nih.gov/pubmed/27050592/"
ooeozd6b;Medline;Intraoperative airway obstruction from a whole dissection of the inner wall of a reinforced endotracheal tube.;10.4097/kjae.2013.65.6.585;unk;2013;Choi, Eunkyeong- Cho, Hae Sun- Lee, Jong Wha;Korean journal of anesthesiology;"https://doi.org/10.4097/kjae.2013.65.6.585; https://www.ncbi.nlm.nih.gov/pubmed/24427470/"
qk6yeqw9;Medline;The pulmonary endothelium in acute respiratory distress syndrome: insights and therapeutic opportunities.;10.1136/thoraxjnl-2015-207461;unk;2016;Millar, Fraser R- Summers, Charlotte- Griffiths, Mark J- Toshner, Mark R- Proudfoot, Alastair G;Thorax;"https://doi.org/10.1136/thoraxjnl-2015-207461; https://www.ncbi.nlm.nih.gov/pubmed/26968969/"
ce3b5rhi;Medline;Gasless robotic perineal radical prostatectomy: An initial experience.;10.5152/tud.2018.48085;unk;2018;Ta?ç?, Ali ?hsan- ?im?ek, Abdulmuttalip- ?am, Emre- ?eker, Kamil Gökhan- Atar, Feyzi Arda- ?ahin, Selçuk- Tu?cu, Volkan;Turkish journal of urology;"https://doi.org/10.5152/tud.2018.48085; https://www.ncbi.nlm.nih.gov/pubmed/30475698/"
i0ijbt7i;Medline;Surgical mask partition reduces the risk of non-contact transmission in a golden Syrian hamster model for Coronavirus Disease 2019 (COVID-19).;10.1093/cid/ciaa644;unk;30/5/2020;Chan, Jasper Fuk-Woo- Yuan, Shuofeng- Zhang, Anna Jinxia- Poon, Vincent Kwok-Man- Chan, Chris Chung-Sing- Lee, Andrew Chak-Yiu- Fan, Zhimeng- Li, Can- Liang, Ronghui- Cao, Jianli- Tang, Kaiming- Luo, Cuiting- Cheng, Vincent Chi-Chung- Cai, Jian-Piao- Chu, Hin- Chan, Kwok-Hung- To, Kelvin Kai-Wang- Sridhar, Siddharth- Yuen, Kwok-Yung;Clinical infectious diseases : an official publication of the Infectious Diseases Society of America;"https://doi.org/10.1093/cid/ciaa644; https://www.ncbi.nlm.nih.gov/pubmed/32472679/"
6iv7rthf;Medline;Virus infection cycle events coupled to RNA replication.;10.1146/annurev-phyto-102313-050205;unk;2014;Saxena, Pooja- Lomonossoff, George P;Annual review of phytopathology;"https://doi.org/10.1146/annurev-phyto-102313-050205; https://www.ncbi.nlm.nih.gov/pubmed/24906127/"
6r2qm9mp;Medline;Is Sensitivity the Key Measure to Predict Acute Liver Failure in Drug-Induced Liver Injury Patients?;10.1016/j.cgh.2015.10.002;unk;2016;Robles-Diaz, M- Andrade, R J- Kaplowitz, N;Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association;"https://doi.org/10.1016/j.cgh.2015.10.002; https://www.ncbi.nlm.nih.gov/pubmed/26460215/"
gvp81wwi;Medline;Isolationist Policies Threaten Public Health.;10.2105/ajph.2017.303779;unk;2017;Coughlin, Christine Nero- Messenlehner, Adam;American journal of public health;"https://doi.org/10.2105/ajph.2017.303779; https://www.ncbi.nlm.nih.gov/pubmed/28498744/"
4q61tiz3;Medline;Nonneoplastic and neoplastic Barrett's esophagus: the European perspective.;10.1159/000347100;unk;2013;Pech, Oliver;Digestive diseases;"https://doi.org/10.1159/000347100; https://www.ncbi.nlm.nih.gov/pubmed/23797118/"
nopdm7x4;Medline;Fingolimod treatment abrogates chikungunya virus-induced arthralgia.;10.1126/scitranslmed.aal1333;unk;2017;Teo, Teck-Hui- Chan, Yi-Hao- Lee, Wendy W L- Lum, Fok-Moon- Amrun, Siti Naqiah- Her, Zhisheng- Rajarethinam, Ravisankar- Merits, Andres- Rötzschke, Olaf- Rénia, Laurent- Ng, Lisa F P;Science translational medicine;"https://doi.org/10.1126/scitranslmed.aal1333; https://www.ncbi.nlm.nih.gov/pubmed/28148838/"
b7gw6d20;Medline;Techniques used in lung metastasectomy.;10.1097/jto.0b013e3181dcf76d;unk;2010;Venuta, Federico- Rolle, Axel- Anile, Marco- Martucci, Nicola- Bis, Beata- Rocco, Gaetano;Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer;"https://doi.org/10.1097/jto.0b013e3181dcf76d; https://www.ncbi.nlm.nih.gov/pubmed/20502250/"
vp6ruxe8;Medline;Long-term recurrence and complication rates after incisional hernia repair with the open onlay technique.;10.1186/1471-2482-9-6;unk;2009;Andersen, Lars Peter Holst- Klein, Mads- Gögenur, Ismail- Rosenberg, Jacob;BMC surgery;"https://doi.org/10.1186/1471-2482-9-6; https://www.ncbi.nlm.nih.gov/pubmed/19400934/"
zaf3jp3t;Medline;Comparison of simultaneous dual-isotope multipinhole SPECT with rotational SPECT in a group of patients with coronary artery disease.;10.2967/jnumed.107.040915;unk;2008;Steele, Peter P- Kirch, Dennis L- Koss, John E;Journal of nuclear medicine : official publication, Society of Nuclear Medicine;"https://doi.org/10.2967/jnumed.107.040915; https://www.ncbi.nlm.nih.gov/pubmed/18552149/"
3ztrrg80;Medline;Progression of kidney injury and cardiac remodeling in obese spontaneously hypertensive rats: the role of renal sympathetic innervation.;10.1093/ajh/hpu123;unk;2015;Linz, Dominik- Hohl, Mathias- Schütze, Jonathan- Mahfoud, Felix- Speer, Thimoteus- Linz, Benedikt- Hübschle, Thomas- Juretschke, Hans-Paul- Dechend, Ralf- Geisel, Jürgen- Rütten, Hartmut- Böhm, Michael;American journal of hypertension;"https://doi.org/10.1093/ajh/hpu123; https://www.ncbi.nlm.nih.gov/pubmed/25023205/"
